year,BOLSPPOPTOTL,BOLSPPOP1564TO,BOLNYGDPMKTPKN,BOLNECONPRVTKN,BOLNECONGOVTKN,BOLNEGDIFTOTKN,BOLNEGDISTKBKN,BOLNEEXPGNFSKN,BOLNEIMPGNFSKN,BOLNYGDPDISCKN,BOLNYGDPMKTPCN,BOLNECONPRVTCN,BOLNECONGOVTCN,BOLNEGDIFTOTCN,BOLNEGDISTKBCN,BOLNEEXPGNFSCN,BOLNEIMPGNFSCN,BOLNVAGRTOTLKN,BOLNVINDTOTLKN,BOLNVSRVTOTLKN,BOLNVAGRTOTLCN,BOLNVINDTOTLCN,BOLNVSRVTOTLCN,BOLNYGDPMKTPCD,BOLBXGSRMRCHCD,BOLBXGSRNFSVCD,BOLBMGSRMRCHCD,BOLBMGSRNFSVCD,BOLBNCABFUNDCD,BOLBXFSTREMTCD,BOLBMFSTREMTCD,BOLBFCAFFFDICD,BOLFIRESTOTLCD,BOLPANUSATLS,BOLFPCPITOTLXN,BOLGGREVTOTLCN,BOLGGREVTAXTCN,BOLGGEXPTOTLCN,BOLGGEXPINTPCN,BOLGGBALOVRLGD,BOLGGDBTTOTLGD,BOLGGREVTOTLGD,BOLGGEXPTOTLGD,BOLGGREVTAXTGD,BOLLMEMPTOTL,BOLLMUNRTOTL_,BOLLMPRTTOTL_,BOLFMLBLPOLYFR,BOLFMLBLMTWOCN,BOLNVOILTOTLGD,BOLBXGOILSHRPC,BOLNEGDIFGOVKN,BOLNEGDIFPRVKN,BOLNEGDIFGOVCN,BOLNEGDIFPRVCN,BOLNYGDPFCSTKN,BOLNYGDPFCSTCN,BOLNYTAXNINDKN,BOLNYTAXNINDCN,BOLNYGDPMKTPXN,BOLNYGDPFCSTXN,BOLNECONPRVTXN,BOLNECONGOVTXN,BOLNEGDIFTOTXN,BOLNEEXPGNFSXN,BOLNEIMPGNFSXN,BOLNVAGRTOTLXN,BOLNVINDTOTLXN,BOLNVSRVTOTLXN,BOLLMLBFTOTL,BOLSPPOPWORK,BOLNYYWBTOTLCN,BOLNEWRTTOTLXN,BOLGGEXPCRNTCN,BOLGGEXPWAGECN,BOLGGEXPGNFSCN,BOLGGEXPINTECN,BOLGGEXPINTDCN,BOLGGEXPCAPTCN,BOLGGBALOVRLCN,BOLGGBALPRIMCN,BOLGGEXPTRNSCN,BOLGGREVHYDRCN,BOLGGREVTAXHCN,BOLGGFINBCBCN,BOLGGFINEXTNCN,BOLGGFINDOMNCN,BOLGGREVDRCTCN,BOLGGREVIDRTCN,BOLGGDBTTOTLCN,BOLGGDBTEXTLCN,BOLGGDBTDOMTCN,BOLFIRESGRSCD,BOLFIRESMONTHS,BOLRES_SCARCITY,BOLNEGDIKSTKKN,BOLNYGDPTFP_ACT,BOLLMPRTSTRL_,BOLLMUNRSTRL_,BOLLMEMPSTRL,BOLNYGDPTFP,BOLNYGDPPOTLKN,BOLNYGDPGAP_,BOLGGFINBCBGD,BOLGGEXPWAGESCN,BOLGGEXPGSCN,BOLGGEXPCAPEXCN,BOLGGEXPOTHERCN,BOLGGEXPFUELCN,BOLGGREVIDHCN,BOLGGREVIEHDCN,BOLEMPHYDROSALES,BOLEMPROYALTIES,BOLGASEXPGD,BOLGASPROD,BOLXMKT_USD
2015,11014705.0,6807096.0,292124841917.212,196139114740.907,45246058153.9668,63471694444.3796,-1298636193.73213,69209208845.0516,81688721886.6611,,228031369900.0,156018420400.0,39894677000.0,48732720000.0,-2485046500.0,70389398300.0,84518799200.0,21955503604.8893,90075688742.8839,147622864571.298,23349258700.0,57469415100.0,104840615400.0,33000198248.9146,8684018275.65134,1243394801.36305,9071898887.29365,2835251387.9661,-1936209393.39835,1190958193.96266,210175743.521405,554643532.297183,13049620686.0687,6.91,133.651146397122,109041400000.0,47130000000.0,124774100000.0,2188400000.0,-6.899357753671944,49.0,47.81859620797726,54.7179539616492,,4454352.1136745075,3.111,67.538,8.07325379670779,218038615945.278,1.14024731448316,46.1471961581206,25388677777.75184,38083016666.62776,19493088000.0,29239632000.0,259654056919.0712,185659289200.0,32470784998.140778,42372080700.0,0.7805956124903064,0.7150255667211322,0.79544776474644,0.8817271300019838,0.76778665555722,1.0170524916357684,1.0346446516480632,1.0634808984659463,0.6380124970683632,0.7101922571714133,4597376.49648,7828160.399999999,102112609060.00002,22924.233750296124,84528100000.0,30400300000.0,33364400000.0,1120600000.0,1067800000.0,40245900000.0,-15732700000.0,,13778700000.0,39332500000.0,3076800000.0,13314500000.0,3889400000.0,11843200000.0,13196400000.000002,33933600000.0,111735371251.0,50280917062.95,61454454188.05,13056.0,12.809026278735868,0.0,578969265365.7975,327.74948003498173,69.03734657513381,3.2113470758266196,4548523.177745798,315.71701095433184,276473217782.6163,5.66117190667712,5.838889625510249,,,,,,11096800000.0,2581100000.0,,,,108.0,49500297373.3719
2016,11180020.0,6945218.0,304580814000.124,202802851858.032,45955116069.0692,65639346046.5692,1308583949.05216,65254357141.0433,78263784879.9889,,234533182000.0,161615430600.0,40945394400.0,48479144300.0,907356500.0,57432498600.0,74846642300.0,22643469027.4368,93686251533.2624,155844454694.321,26201754900.0,59398715600.0,116802995000.0,33941126193.9219,7029946630.03064,1244740246.41451,7930773107.40541,2857927957.17761,-1907244254.76485,1246634759.3559,222250464.340478,335365530.426077,10053627485.0797,6.91,138.493613869075,100772300000.0,46338500000.0,117654900000.0,1623000000.0,-7.198384406006992,54.0,42.96718235801704,50.165566764024035,,4514584.928466152,3.498,67.359,7.95202606117997,218044047269.261,0.788114698375915,31.1663267980126,26255738418.62768,39383607627.94152,19391657720.0,29087486580.0,272174175255.0202,202403465500.0,32406638745.10382,32129716500.0,0.7700195521832984,0.7436541887574497,0.7969090627637504,0.8909866387555254,0.7385683621163054,0.880132777583927,0.95633813793661,1.1571440254252416,0.6340174212105291,0.7494844473555485,4678229.39262,7987000.699999999,111321906025.00002,24658.281500714187,77683300000.0,27936300000.0,31794400000.0,1252300000.0,370700000.0,39971600000.0,-16882599999.999998,,13532600000.0,28911200000.0,3438900000.0,9746400000.0,4565500000.0,12317100000.0,12974780000.000002,33363720000.0,126647918280.00002,55725084043.200005,70922834236.80002,10081.0,11.16839038215613,0.0,615660148144.0768,329.9584606389027,69.7044870798274,3.4234419379904684,4675395.357277091,314.0496381975099,287470553050.5692,5.952004742045669,4.155659304532866,,,,,,6162700000.0,2695500000.0,,,,105.0,50911689290.88285
2017,11344587.0,7081896.0,317358607600.0,212397001077.191,48224355942.1507,73365902399.3101,3306821778.72952,62008275240.6996,82631440399.6843,-6.45808411,317358607600.0,212397001100.0,48224355900.0,73365902400.0,3306821800.0,62008275200.0,82631440400.0,24364055761.0512,95793499160.0881,163473426476.71,24364055800.0,95793499200.0,163473426500.0,45927439594.7902,8133837886.97646,1454951845.50222,8680869448.02264,3081140402.42899,-1898241784.31147,1407996988.86426,232927804.367505,712474137.775022,10245969449.673,6.91,142.402953510878,104283800000.0,46680100000.0,124561900000.0,2040600000.0,-6.389617144261758,59.0,32.85992486185839,39.24957351621554,,4682933.990941608,3.655,68.634,8.10989203240817,239826990837.713,1.02986757658124,33.2474626156162,29346360959.724045,44019541439.58606,29346360960.0,44019541440.0,283630981397.8493,283630981500.0,33727626202.150696,33727626100.0,1.0,1.0000000003601537,1.0000000001073883,0.9999999991259456,1.0000000000094036,0.9999999993436424,1.0000000000038207,1.0000000015986172,1.0000000004166452,1.0000000001424696,4860588.50064,8144180.399999999,155997039825.0,33311.81693501371,83812300000.0,32078900000.0,35024400000.0,1768699516.1080005,271876465.99999994,40749600000.0,-20278000000.0,,15023798872.0,30177000000.0,3268800000.0,7335700000.0,14642700000.0,5635400000.0,13070428000.000002,33609672000.0,187241578484.0,80513878748.12001,106727699735.88,10261.0,10.29683272954298,0.0,658243043136.183,326.95767550761985,70.55879481920168,3.636015254274099,4815212.404693723,310.93470721304993,297379596462.9362,6.71835303252013,2.311486067914044,32078882881.0,35024390840.0,42620948230.0,1790330160.9999995,2000000000.0,6312600000.0,3105400000.0,30176996673.0,3327070476.0,,100.0,68891159392.1853
2018,11508368.0,7217995.0,326460719200.0,219030959381.824,49861186154.4756,76585181517.874,3334792539.88636,63181473866.9532,86250631730.2934,37.18858337,334541008400.0,221159477000.0,53788348400.0,76353295000.0,3311757700.0,68096019400.0,88891347700.0,25080027983.0501,98202468447.6807,168159727944.829,24924489400.0,101651921700.0,175069420300.0,48414038842.2576,8940200488.77685,1458805538.29214,9301944791.5431,3089472122.59663,-1724978180.94975,1388281653.93941,251815643.315126,302368781.37636,8929614182.53613,6.91,145.638433874571,107691500000.0,48673300000.0,130361700000.0,2548400000.0,-6.776508538795928,61.0,32.1908218412604,38.96733038005633,,5000008.236896981,3.519,71.798,8.03724252665112,249733082308.431,1.4498952900262,34.8526923233055,30634072607.149597,45951108910.7244,30541318000.0,45811977000.0,291442224375.5598,301645831400.0,35018494824.440186,32895177000.0,1.0247511836027343,1.0350107368494812,1.0097178847418802,1.0787619097820418,0.9969721751221564,1.0777845977983322,1.0306167725004514,0.9937983090307868,1.0351259322382214,1.0410900543169168,5182376.0501,8300694.249999999,165905207270.0,33180.98679232602,93933400000.0,37119200000.0,38154200000.0,2194926339.165,353517563.99999994,36428300000.0,-22670200000.0,,15209452869.0,34258000000.0,3259000000.0,12001300000.0,5221600000.0,17448600000.0,13628524000.000002,35044776000.0,204070015124.0,85709406352.08,118360608771.92,8946.0,8.345045262487341,0.0,701916072497.2478,315.18729498393697,71.5764116189668,3.83378519172754,4968313.830986152,306.53125258877776,307371464522.22,6.210483691923874,3.587392785535706,37119218499.99999,38154188519.0,37557495069.0,2962607192.0,2800000000.0,7635900000.0,3076300000.0,34257991966.0,4328828158.0,,95.0,72621058263.3864
2019,11671386.0,7353733.0,331379571500.0,223162742256.462,50726137807.4083,80103180763.3763,-1944413486.12519,64092381014.5257,85611466179.3224,86398859.0836868,338981407200.0,226807135600.0,54627702200.0,77674895700.0,-1551185200.0,67957094000.0,87367486000.0,25874885015.5699,99462301015.3047,171210872745.494,25874053000.0,103262981200.0,180830288000.0,49056643589.0014,8827819915.73656,1443285122.84592,9085852594.24741,2871435057.8404,-1366094867.23347,1335620196.92987,275421573.736587,-216636843.1305,6455449941.67879,6.91,148.317518475357,107056300000.0,47825300000.0,127461100000.0,2644800000.0,-6.019445186845044,64.0,31.58176163238253,37.60120681922758,,5252587.818006085,3.682,74.158,8.39953170954601,245833546161.457,1.0303191682966,32.0714901886577,32041272305.35052,48061908458.02578,31069958280.0,46604937420.0,296548058776.3686,309967322200.0,34831512723.63141,29014085000.0,1.022939964782953,1.0452515638746809,1.0163306531667808,1.0769142805116516,0.969685535078196,1.060299101457916,1.0205115027115577,0.9999678446659996,1.0382122688284727,1.056184604985954,5453381.31814,8456792.95,170482027210.0,32456.76857140411,95742200000.0,37178000000.0,39030100000.0,2542063258.5292,102701843.0,31718900000.0,-20404800000.0,,17158560248.000002,34509300000.0,2585300000.0,9639600000.0,7547100000.0,12857700000.0,13391084000.000002,34434216000.0,216948100608.0,88948721249.28001,127999379358.72,6468.0,6.138743193320225,0.0,746923449635.7617,302.7932311600174,72.71423135664091,4.0016597648580765,5133233.25877131,301.15853859546496,316474385206.87897,4.709760723092171,2.843695788398391,37177966895.99999,39030112823.99999,33494166278.000004,2848157721.0,3200000000.0,6447400000.0,1910700000.0,34509337792.0,3626666442.0,,90.0,73584965383.5021
2020,11816299.0,7482810.0,289229849600.0,197884884579.59,49615818313.4137,47866956094.137,5075276140.26275,48766449430.2715,59808888104.9447,610885421.32531,292388248000.0,198525555300.0,54403676500.0,46179012000.0,4092771500.0,49331023500.0,60362621300.0,27090793572.779,79517525297.5765,153652393687.701,26677667100.0,79751072300.0,163087965000.0,42313784081.042,7013096617.01611,424590270.351746,6333861464.06692,1728570355.87811,-15915747.1054326,1126517920.43532,215679931.571257,-1129487271.3377,5247234668.79634,6.91,149.712803892505,85491600000.0,36564900000.0,117567500000.0,2765000000.0,-10.970310954494996,85.0,29.23906845941359,40.20937941390859,,4980032.749411847,7.903,72.264,7.59222372184479,268645239885.776,0.497346305966912,29.4701072049889,19146782437.6548,28720173656.4822,18471604800.0,27707407200.0,260260712558.0565,269516704400.0,28969137041.943512,22871543600.0,1.0109200291891312,1.0355643068481908,1.0032375930166224,1.0964986238127186,0.9647367572147804,1.011577100164648,1.0092583763484062,0.9847503000726376,1.0029370506885054,1.0614085539824183,5407377.818399999,8605231.5,148234187420.0,29765.705343505375,100779900000.0,38499000000.0,34026400000.0,2438976824.3092003,325980551.0,16787599999.999998,-32075900000.0,,26439318863.999996,29846400000.0,2551000000.0,23952900000.0,5150100000.0,24699600000.0,10238172000.000002,26326728000.0,248530010800.0,99412004320.0,149118006480.0,5275.0,7.2462558878303724,0.0,757444233248.1106,270.431703504004,73.9313637935525,4.121399136255719,5304141.7693522265,295.2223899278347,324834278192.8164,-10.960797853877413,8.192155520559773,38498966562.0,34026362070.000004,17061351942.000002,2417661818.0,2400000000.0,5751800000.0,1697000000.0,29846406468.0,3235382267.0000005,,75.0,63470676121.563
2021,11937360.0,7602848.0,318236852600.0,213313002942.29,51778544773.9785,57334992534.0345,2237617700.11497,67025471019.142,73391829504.8876,554479257.608322,330836236500.0,217652371900.0,56198676200.0,56384912700.0,2370334900.0,77920256300.0,79779731500.0,27994626937.7931,93978478548.1406,164622979127.397,29146735700.0,102042446000.0,173886657100.0,47877892402.3155,11145698861.1571,449143893.181477,8216070562.33978,1960590716.2119,1591562617.75109,1417462508.76988,293731382.457237,583576424.725665,4730168839.86019,6.91,150.816761737338,99728600000.0,42927200000.0,125674300000.0,3360800000.0,-7.842460147197327,90.0,30.144400460800185,37.986860607997514,,5613278.998881312,5.089,77.79,8.01711817014333,190763171152.764,1.26335187425347,21.4767656503189,22933997013.6138,34400995520.4207,22553965080.0,33830947620.0,286596084613.3307,305075838800.0,31640767986.66931,25760397700.0,1.0395912157786342,1.064480134861583,1.0203427306252115,1.0853660805902536,0.983429319652034,1.1625469409643765,1.0870383261761718,1.041154638880061,1.085806533330167,1.056272083166677,5914255.4592,8743275.2,167791711340.0,29891.92437672165,104718100000.0,39479000000.0,44037400000.0,2204643683.8580003,1156207976.0,20956200000.0,-25945700000.0,,17898430087.0,32055400000.0,2509900000.0,11047500000.0,5606700000.0,22732400000.0,12019616000.000002,30907584000.0,297752612850.0,112083527612.47797,185669085237.52203,4752.0,4.939046955804809,0.2652382610487978,776907014119.7396,275.43254546033467,75.20135637746372,4.171566870861896,5478937.785374441,289.1449782062556,325916580791.8086,-2.3563478032172624,3.3392654072221015,39479007784.0,44037367167.0,21258608223.000004,3236960068.0000005,9500000000.0,5444800000.0,1977100000.0,32055423822.0,3062681637.0,,76.0,71816838603.47325
2022,12077154.0,7732083.0,330162517100.0,225847608723.964,52627301576.9224,59640875403.2821,1803402720.21443,74404968352.0063,84483959901.1618,749361664.568794,352127256300.0,237731838000.0,57689369700.0,61202075100.0,1870012800.0,97870219700.0,104690750600.0,28475585557.7253,95854140385.8572,173535353832.714,30495223300.0,112748584900.0,186128716600.0,50959081953.6903,13794787927.9197,888122518.825347,10755744304.5643,2709212343.45289,1154275493.20957,1459221074.91624,319306430.893004,6236980.0828294,3752070996.50723,6.91,153.450518176398,117727500000.0,49455100000.0,139301600000.0,4592600000.0,-6.126790702512284,88.0,33.43322560060512,39.5600163031174,,5836714.104464813,3.552,78.267,7.76498872156728,200498496606.203,,22.7288338190063,23856350161.31284,35784525241.96925,24480830040.0,36721245060.0,297865079776.2965,329372524800.0,32297437323.70349,22754731500.0,1.0665270527767006,1.1057775723403571,1.0526205672186737,1.0961871114687245,1.026176673064594,1.3153721030695251,1.2391790195733985,1.0709252400861264,1.1762515885712903,1.0725694360782867,6051669.40161,8891895.45,181154888640.0,31037.135860642033,118344300000.0,41128200000.0,56122100000.0,2724148190.372,1868538303.0,20957300000.0,-21574100000.0,,23053721401.0,39038100000.0,2277500000.0,7481800000.0,4433500000.0,17140599999.999998,13847428000.000002,35607672000.0,309871985544.0,109342493577.42026,200529491966.57977,3796.0,3.0066105954540743,0.7483473511364814,797702538817.0347,276.38005367753647,76.48108291820115,4.168542542255481,5667070.678676363,283.1005681868581,328816843581.0769,0.4092471371805795,2.1247432188622657,41128150923.99999,56122130523.0,21482803939.0,1861626640.0,11900000000.0,7171500000.0,800100000.0,39038144523.0,4033954691.0,,72.0,76438622930.53545
2023,12244159.0,7873868.0,338470614100.0,231711175446.23,54804644407.5865,61416153077.3798,2245327038.38589,68336574165.0061,81067139595.4669,-248826666.634079,361670830000.0,249430323400.0,60952582800.0,64044874300.0,2230920600.0,81024427200.0,98394415600.0,30393959884.9489,96331957773.5067,179023954934.152,33675099000.0,107677384700.0,194570955900.0,52340206946.4544,10793376159.7197,1111040406.34534,10531914109.1752,2490219579.24719,-1171249704.06945,1448643182.89681,332201491.417086,240143401.66707,1799951502.87318,6.91,157.40476617273,110087179097.585,,144234135800.2384,6635180944.07777,-9.441446163256632,90.8,30.438500969952432,39.87994713320906,,5984910.437190783,3.024,78.38,8.68601452432374,202759698749.475,,19.7390284484517,24566461230.95192,36849691846.42788,25617949720.0,38426924580.0,305749872592.6076,335923439600.0,32720741507.392395,25747390400.0,1.068544254459696,1.098687095930852,1.0764708388347968,1.1121791493927191,1.0428017889578367,1.1856670924760977,1.213739822214006,1.1079536568275832,1.1177742795715664,1.0868431320912693,6171537.738399999,9054948.2,184757891780.0,30870.619321535287,122577725464.2384,43046595717.0,54529809230.0,4333360671.3516,2301820272.72617,21656410336.0,-34146956702.65342,,30225852099.999996,33465674948.0,,36167083000.0,1466618599.8366003,32680338109.67682,,,328397113640.0,108139578170.0,220257535470.0,1808.0,1.523657202350415,1.0,819233564953.5626,276.1250304974032,77.75330366181677,4.137880055306731,5868863.513732365,277.1263002983134,332055660215.4521,1.931891141498876,10.0,43046595717.0,54529809230.0,22721699404.0,2086252306.0,12700000000.0,4800000000.0,900000000.0,33465674948.0,3171527780.0,4.5,67.0,78510310419.6816
2024,12413315.0,8015521.0,342870732083.3,241413555852.0665,56472604226.33902,56094281539.8481,-2638929032.666332,59881640820.407875,74379817488.07095,-57549380.35670505,384817763120.00006,267937220712.34485,63624575741.86551,63913657892.35335,-3430582059.8602176,82485927764.96222,98293266944.65176,29926456921.363464,95974610963.81696,185047566333.4233,33965011846.062656,120290466602.62135,205348229392.7351,54881327452.9667,8930066977.20469,1151256770.66898,9151819124.47125,2212973309.29707,-1304994421.71901,1279661295.86324,245822433.535511,357888161.773056,1977025889.30984,6.91,165.432040421687,115942330629.6,,148871621883.2358,9206775213.6952,-8.683198487500723,95.0,30.57309257602359,39.25629106352432,,6072997.623498918,3.274,78.33,8.80431027070166,230020269702.70377,,18.9433899156143,22437712615.93924,33656568923.90886,25565463156.941338,38348194735.41201,310948634218.60376,359603707841.4191,31922097864.696228,25214055278.58094,1.122340658188664,1.1564730256657432,1.1098681669579962,1.1266449743819462,1.1393970318872977,1.3774827582354878,1.3215045460472663,1.1184691555018538,1.2351576516907348,1.093591506820312,6278557.5993,9217849.15,197782039312.78055,32094.54945212112,129556927274.2358,44764380912.0,55448785581.0,4721391400.6952,4485383813.0,19314694609.0,-32929291253.635807,,32129111160.0,33048719705.000004,,41715296997.0,-1137737170.3642,34067028424.000004,,,360268474065.0,104667472465.2,255601001599.8,2009.0,1.7197602886585115,1.0,834366168245.7325,275.199851267304,79.01863802518059,4.0989678894633474,6074136.919662758,271.1921098241998,335140604946.64246,2.306532548596496,11.0,44764380911.99999,55448785581.0,20645063611.0,2281443415.9999995,13900000000.0,4559000000.0,820000000.0,33048719705.000004,2564631989.0000005,3.3,58.0,82321991179.45004
2025,12549861.464999998,8119722.772999999,358470136755.01166,252172166998.37582,59041431276.60501,58769154183.2247,-2638929032.666332,62726014295.198135,71542151585.369,-57549380.35670505,452263353734.7726,314617059002.6856,74775217020.34692,75272830188.30928,-3842251907.043444,90390112195.76534,101074601273.26775,38426331318.44147,108840560015.31111,182525634480.85815,33965011846.062656,120290466602.62135,205348229392.7351,65450557704.01919,9785787441.044012,1151256770.66898,9410781609.811262,2212973309.29707,-916850876.355881,1279661295.86324,245822433.535511,357888161.773056,1977025889.30984,6.91,185.96591343047893,120698770505.99387,,173810735384.5644,27190789042.589996,-11.74359240915145,91.40259442422021,30.57309257602359,39.25629106352432,,6356010.194860229,0.06554301899734938,78.33,8.80431027070166,230020269702.70377,,18.9433899156143,21315826985.142277,37453327198.08242,25565463156.941338,38348194735.41201,329792525814.6107,428736084764.7298,31922097864.696228,25214055278.58094,1.2616486210784743,1.3000175904706195,1.2476280104485598,1.266487200657962,1.2808220780859128,1.4410306985292538,1.412797896533187,1.2572965769903641,1.3884687654327035,1.2293310471614824,6360178.848090899,9337681.18895,232961708262.65573,36652.32808552707,129556927274.2358,44764380912.0,55448785581.0,4186698898.608,23004090143.982,19314694609.0,-53111964878.570526,-25921175835.98053,32835373961.97629,7330975501.756319,,45226335373.477264,-1137737170.3642,34067028424.000004,,,413380438943.57056,103345109735.89264,310035329207.6779,2118.0,1.7197602886585115,1.0,851417014016.6707,275.199851267304,79.01863802518059,4.0989678894633474,6153100.699618372,267.0820631717949,335163674932.58704,6.9537553039160205,10.0,45748392481.26505,56667661959.98228,21098883836.535416,2281443415.9999995,18090534149.390903,4151986102.057938,843320091.6875864,30452455048.77905,2335669308.010794,3.3,51.0,86438090738.42255
2026,12687909.941114997,8225279.169048999,392501207621.1278,274151074318.07175,64646008682.92884,61838723601.314186,-2638929032.666332,66084233516.251114,71522354084.41513,-57549380.35670505,578365952384.843,399483064420.5626,95623761953.89917,92506580159.354,-4303322135.888658,100772266369.81978,109692529468.36201,49212745844.5071,126187694636.60805,185700670530.3225,33965011846.062656,120290466602.62135,205348229392.7351,83699848391.43893,10909777128.183758,1151256770.66898,10213173498.093851,2212973309.29707,-955455792.4991224,1279661295.86324,245822433.535511,357888161.773056,1977025889.30984,6.91,217.19841500414586,138740048677.63235,,215980661265.14798,32036984018.12672,-13.354972274737214,84.82882671568957,30.57309257602359,39.25629106352432,,6824567.578003121,-5.924485948568536,78.33,8.80431027070166,230020269702.70377,,18.9433899156143,20250035635.885162,41588687965.42902,25565463156.941338,38348194735.41201,361101111011.4376,548278678648.19385,31922097864.696228,25214055278.58094,1.473539294032252,1.518352234122114,1.4571639575523967,1.4791905007300268,1.4959328843163262,1.524906335563964,1.5336817540834307,1.4684563352226039,1.6216585586663752,1.4357940658769102,6442861.17311608,9459071.044406349,303730006130.93134,44505.54817997064,129556927274.2358,44764380912.0,55448785581.0,4133804389.4357057,27903179628.691013,19314694609.0,-77240612587.51562,-45203628569.388916,40786331493.4339,6881366332.95443,,57836595238.48431,-1137737170.3642,34067028424.000004,,,490621051531.0862,122655262882.77155,367965788648.31464,2199.0,1.7197602886585115,1.0,870684886917.1512,275.199851267304,79.01863802518059,4.0989678894633474,6233091.008713411,263.0343062500754,335477461778.9475,16.99778743400484,10.0,56826187001.65674,70389514927.83855,26207896133.4477,2281443415.9999995,24291370000.163406,3838178956.6074944,884047974.806635,28591304452.182476,2159139401.5403,3.3,45.0,90759995275.34367
2027,12827476.95046726,8332207.798246634,418234863676.72015,291171989068.93,68883771402.95097,65340127721.82738,-2638929032.666332,69932337511.24141,74396883615.20662,-57549380.35670505,737946790171.947,508043744219.8416,122006823494.95999,117040234282.92242,-4819720792.195297,113693879744.11691,125104554911.93028,61315407125.80467,142248834899.87424,181211832556.90366,33965011846.062656,120290466602.62135,205348229392.7351,106794036204.33386,12308692991.927393,1151256770.66898,11648145328.674158,2212973309.29707,-1447342580.019051,1279661295.86324,245822433.535511,357888161.773056,1977025889.30984,6.91,260.0756819432257,161026354642.7571,,270723644812.5863,38023131493.65918,-14.865203241045185,81.34981406464779,30.57309257602359,39.25629106352432,,7332493.9447619645,-12.34752104246386,78.33,8.80431027070166,230020269702.70377,,18.9433899156143,19237533854.090904,46102593867.73647,25565463156.941338,38348194735.41201,384776074582.5826,699557934487.3522,31922097864.696228,25214055278.58094,1.7644315533253876,1.8180910422932484,1.7448235520332656,1.7711983680634134,1.79124587544729,1.6257697624627658,1.6815832711352856,1.7583451646255284,1.9417911291671974,1.7192350174647746,6526618.368366588,9582038.96798363,400766768947.6639,54656.54104387766,129556927274.2358,44764380912.0,55448785581.0,4906210515.310862,33116920978.348316,19314694609.0,-109697290169.8292,-71674158676.17001,51152921932.520996,6565366892.763313,,73794679017.1947,-1137737170.3642,34067028424.000004,,,600318341700.9154,150079585425.22885,450238756275.6865,2160.0,1.7197602886585115,1.0,892490770293.1211,275.199851267304,79.01863802518059,4.0989678894633474,6314121.191826684,259.0478950282608,336116337648.19116,24.431578245530396,10.0,71269599421.72171,88280294650.95197,32869111190.980515,2281443415.9999995,32469658767.565666,3601186603.149881,938359197.0939246,27313583670.08016,2025821092.5195076,3.3,40.0,95297995039.11087
